nome_produto,nome_cliente,regiao,ano,mes,data_base,quantidade
"Short-Sleeve Classic Jersey, XL",Resale Services,California,2013,6,2013-06-30,13
"Mountain-500 Silver, 48",Resale Services,California,2013,6,2013-06-30,3
Bike Wash - Dissolver,Resale Services,California,2013,6,2013-06-30,5
"Mountain-400-W Silver, 40",Resale Services,California,2013,6,2013-06-30,2
HL Mountain Handlebars,Resale Services,California,2013,6,2013-06-30,3
"HL Mountain Frame - Silver, 38",Resale Services,California,2013,6,2013-06-30,2
"Half-Finger Gloves, S",Resale Services,California,2013,6,2013-06-30,8
"HL Mountain Frame - Black, 42",Resale Services,California,2013,6,2013-06-30,1
"Mountain-200 Silver, 42",Resale Services,California,2013,6,2013-06-30,7
"LL Mountain Frame - Black, 44",Resale Services,California,2013,6,2013-06-30,4
"Mountain-500 Black, 44",Resale Services,California,2013,6,2013-06-30,1
"Mountain-500 Black, 48",Resale Services,California,2013,6,2013-06-30,3
"Half-Finger Gloves, M",Resale Services,California,2013,6,2013-06-30,3
"ML Mountain Frame-W - Silver, 46",Resale Services,California,2013,6,2013-06-30,2
"Sport-100 Helmet, Blue",Resale Services,California,2013,6,2013-06-30,6
"Mountain-400-W Silver, 38",Resale Services,California,2013,6,2013-06-30,3
"Mountain-200 Silver, 38",Resale Services,California,2013,6,2013-06-30,3
"Mountain-200 Black, 42",Resale Services,California,2013,6,2013-06-30,4
Water Bottle - 30 oz.,Resale Services,California,2013,6,2013-06-30,7
"Women's Mountain Shorts, S",Resale Services,California,2013,6,2013-06-30,17
"Long-Sleeve Logo Jersey, L",Resale Services,California,2013,6,2013-06-30,9
"Mountain-400-W Silver, 42",Resale Services,California,2013,6,2013-06-30,1
"Short-Sleeve Classic Jersey, S",Resale Services,California,2013,6,2013-06-30,6
"Classic Vest, M",Resale Services,California,2013,6,2013-06-30,7
"Sport-100 Helmet, Red",Resale Services,California,2013,6,2013-06-30,1
"Short-Sleeve Classic Jersey, L",Resale Services,California,2013,6,2013-06-30,6
Hitch Rack - 4-Bike,Resale Services,California,2013,6,2013-06-30,10
"ML Mountain Frame-W - Silver, 46",Resale Services,California,2014,3,2014-03-31,2
"Sport-100 Helmet, Blue",Resale Services,California,2014,3,2014-03-31,2
"Mountain-400-W Silver, 42",Resale Services,California,2014,3,2014-03-31,1
"LL Mountain Frame - Black, 44",Resale Services,California,2014,3,2014-03-31,2
HL Mountain Pedal,Resale Services,California,2014,3,2014-03-31,1
"Mountain-500 Silver, 48",Resale Services,California,2014,3,2014-03-31,1
Hydration Pack - 70 oz.,Resale Services,California,2014,3,2014-03-31,4
"Short-Sleeve Classic Jersey, S",Resale Services,California,2014,3,2014-03-31,6
"Half-Finger Gloves, M",Resale Services,California,2014,3,2014-03-31,3
"Short-Sleeve Classic Jersey, L",Resale Services,California,2014,3,2014-03-31,4
"Sport-100 Helmet, Red",Resale Services,California,2014,3,2014-03-31,1
"Mountain-500 Black, 44",Resale Services,California,2014,3,2014-03-31,4
"Long-Sleeve Logo Jersey, M",Resale Services,California,2014,3,2014-03-31,2
ML Mountain Pedal,Resale Services,California,2014,3,2014-03-31,1
"Mountain-200 Black, 42",Resale Services,California,2014,3,2014-03-31,3
"Sport-100 Helmet, Black",Resale Services,California,2014,3,2014-03-31,3
"HL Mountain Frame - Black, 42",Resale Services,California,2014,3,2014-03-31,1
"HL Mountain Frame - Silver, 38",Resale Services,California,2014,3,2014-03-31,3
"Mountain-200 Black, 46",Resale Services,California,2014,3,2014-03-31,6
"Classic Vest, M",Resale Services,California,2014,3,2014-03-31,7
Water Bottle - 30 oz.,Resale Services,California,2014,3,2014-03-31,5
"Mountain-500 Black, 48",Resale Services,California,2014,3,2014-03-31,1
"LL Mountain Frame - Silver, 42",Resale Services,California,2014,3,2014-03-31,3
Hitch Rack - 4-Bike,Resale Services,California,2014,3,2014-03-31,4
"Mountain-500 Silver, 42",Resale Services,California,2014,3,2014-03-31,2
"Women's Mountain Shorts, M",Resale Services,California,2014,3,2014-03-31,2
AWC Logo Cap,Resale Services,California,2014,3,2014-03-31,7
"Mountain-400-W Silver, 38",Resale Services,California,2014,3,2014-03-31,3
"Classic Vest, S",Resale Services,California,2014,3,2014-03-31,9
Bike Wash - Dissolver,Resale Services,California,2014,3,2014-03-31,7
"Mountain-400-W Silver, 40",Resale Services,California,2014,3,2014-03-31,5
"Long-Sleeve Logo Jersey, L",Resale Services,California,2014,3,2014-03-31,3
"Mountain-200 Silver, 42",Resale Services,California,2014,3,2014-03-31,9
LL Mountain Pedal,Resale Services,California,2014,3,2014-03-31,2
HL Mountain Handlebars,Resale Services,California,2014,3,2014-03-31,2
ML Mountain Handlebars,Resale Services,California,2014,3,2014-03-31,1
"Mountain-200 Silver, 38",Resale Services,California,2014,3,2014-03-31,8
"Women's Mountain Shorts, L",Resale Services,California,2014,3,2014-03-31,18
"Short-Sleeve Classic Jersey, XL",Resale Services,California,2014,3,2014-03-31,3
"Mountain-200 Black, 38",Resale Services,California,2014,3,2014-03-31,2
"Mountain-100 Silver, 38",Resale Services,California,2011,7,2011-07-01,6
"Mountain-100 Black, 48",Resale Services,California,2011,7,2011-07-01,2
"Sport-100 Helmet, Blue",Resale Services,California,2011,7,2011-07-01,4
"Mountain-100 Black, 42",Resale Services,California,2011,7,2011-07-01,5
"Sport-100 Helmet, Black",Resale Services,California,2011,7,2011-07-01,4
"Mountain Bike Socks, M",Resale Services,California,2011,7,2011-07-01,10
"Mountain-100 Silver, 42",Resale Services,California,2011,7,2011-07-01,5
"Mountain-100 Black, 44",Resale Services,California,2011,7,2011-07-01,4
"Mountain-100 Black, 38",Resale Services,California,2011,7,2011-07-01,2
"Long-Sleeve Logo Jersey, XL",Resale Services,California,2011,7,2011-07-01,2
"Sport-100 Helmet, Red",Resale Services,California,2011,7,2011-07-01,4
AWC Logo Cap,Resale Services,California,2011,7,2011-07-01,3
"Long-Sleeve Logo Jersey, L",Resale Services,California,2011,7,2011-07-01,2
"Mountain-100 Black, 42",Resale Services,California,2012,3,2012-03-30,5
AWC Logo Cap,Resale Services,California,2012,3,2012-03-30,3
"Long-Sleeve Logo Jersey, XL",Resale Services,California,2012,3,2012-03-30,3
"Mountain-100 Black, 38",Resale Services,California,2012,3,2012-03-30,2
"Long-Sleeve Logo Jersey, L",Resale Services,California,2012,3,2012-03-30,2
"Sport-100 Helmet, Red",Resale Services,California,2012,3,2012-03-30,2
"Mountain-100 Black, 48",Resale Services,California,2012,3,2012-03-30,4
"Sport-100 Helmet, Blue",Resale Services,California,2012,3,2012-03-30,2
"Sport-100 Helmet, Black",Resale Services,California,2012,3,2012-03-30,4
"Mountain-100 Silver, 38",Resale Services,California,2012,3,2012-03-30,2
"Mountain-100 Silver, 42",Resale Services,California,2012,3,2012-03-30,2
"Long-Sleeve Logo Jersey, M",Resale Services,California,2012,3,2012-03-30,3
"HL Mountain Frame - Black, 42",Resale Services,California,2012,3,2012-03-30,1
"Mountain-100 Black, 44",Resale Services,California,2012,3,2012-03-30,5
"Mountain Bike Socks, M",Resale Services,California,2012,3,2012-03-30,6
"HL Mountain Frame - Silver, 38",Resale Services,California,2012,3,2012-03-30,1
ML Mountain Rear Wheel,Resale Services,California,2012,12,2012-12-31,2
"Men's Bib-Shorts, M",Resale Services,California,2012,12,2012-12-31,1
ML Mountain Handlebars,Resale Services,California,2012,12,2012-12-31,2
"Mountain-300 Black, 40",Resale Services,California,2012,12,2012-12-31,6
AWC Logo Cap,Resale Services,California,2012,12,2012-12-31,3
"Mountain-200 Silver, 42",Resale Services,California,2012,12,2012-12-31,2
"Sport-100 Helmet, Blue",Resale Services,California,2012,12,2012-12-31,1
"Mountain-200 Silver, 38",Resale Services,California,2012,12,2012-12-31,5
"Women's Tights, L",Resale Services,California,2012,12,2012-12-31,5
"Mountain-200 Black, 38",Resale Services,California,2012,12,2012-12-31,2
"Mountain-200 Black, 42",Resale Services,California,2012,12,2012-12-31,5
"Mountain-200 Silver, 46",Resale Services,California,2012,12,2012-12-31,1
"ML Mountain Frame - Black, 38",Resale Services,California,2012,12,2012-12-31,3
"Full-Finger Gloves, L",Resale Services,California,2012,12,2012-12-31,15
HL Mountain Rear Wheel,Resale Services,California,2012,12,2012-12-31,2
"Mountain-300 Black, 44",Resale Services,California,2012,12,2012-12-31,1
"Women's Tights, S",Resale Services,California,2012,12,2012-12-31,3
"Full-Finger Gloves, M",Resale Services,California,2012,12,2012-12-31,7
"Long-Sleeve Logo Jersey, L",Resale Services,California,2012,12,2012-12-31,3
"ML Mountain Frame - Black, 48",Resale Services,California,2012,12,2012-12-31,3
"Mountain-300 Black, 38",Resale Services,California,2012,12,2012-12-31,4
"Mountain-200 Black, 46",Resale Services,California,2012,12,2012-12-31,2
"Classic Vest, S",Resale Services,California,2013,9,2013-09-30,5
"Mountain-200 Black, 42",Resale Services,California,2013,9,2013-09-30,2
"Mountain-400-W Silver, 38",Resale Services,California,2013,9,2013-09-30,5
"Classic Vest, M",Resale Services,California,2013,9,2013-09-30,5
"Mountain-200 Black, 38",Resale Services,California,2013,9,2013-09-30,2
"ML Mountain Frame-W - Silver, 46",Resale Services,California,2013,9,2013-09-30,3
ML Mountain Pedal,Resale Services,California,2013,9,2013-09-30,5
"Women's Mountain Shorts, L",Resale Services,California,2013,9,2013-09-30,14
AWC Logo Cap,Resale Services,California,2013,9,2013-09-30,8
"Long-Sleeve Logo Jersey, L",Resale Services,California,2013,9,2013-09-30,8
HL Mountain Handlebars,Resale Services,California,2013,9,2013-09-30,1
"Mountain-500 Silver, 48",Resale Services,California,2013,9,2013-09-30,2
"HL Mountain Frame - Silver, 38",Resale Services,California,2013,9,2013-09-30,3
"Half-Finger Gloves, S",Resale Services,California,2013,9,2013-09-30,3
"Mountain-500 Black, 44",Resale Services,California,2013,9,2013-09-30,2
"Mountain-500 Black, 48",Resale Services,California,2013,9,2013-09-30,1
Hitch Rack - 4-Bike,Resale Services,California,2013,9,2013-09-30,3
HL Mountain Pedal,Resale Services,California,2013,9,2013-09-30,1
ML Mountain Handlebars,Resale Services,California,2013,9,2013-09-30,2
Water Bottle - 30 oz.,Resale Services,California,2013,9,2013-09-30,2
"Sport-100 Helmet, Black",Resale Services,California,2013,9,2013-09-30,7
"Half-Finger Gloves, M",Resale Services,California,2013,9,2013-09-30,3
"Long-Sleeve Logo Jersey, M",Resale Services,California,2013,9,2013-09-30,3
"Mountain-200 Silver, 46",Resale Services,California,2013,9,2013-09-30,3
"Short-Sleeve Classic Jersey, XL",Resale Services,California,2013,9,2013-09-30,5
"Mountain-500 Silver, 42",Resale Services,California,2013,9,2013-09-30,3
"Mountain-200 Silver, 42",Resale Services,California,2013,9,2013-09-30,4
"Sport-100 Helmet, Red",Resale Services,California,2013,9,2013-09-30,4
"Short-Sleeve Classic Jersey, L",Resale Services,California,2013,9,2013-09-30,7
"LL Mountain Frame - Black, 44",Resale Services,California,2013,9,2013-09-30,5
"Short-Sleeve Classic Jersey, S",Resale Services,California,2013,9,2013-09-30,5
"Mountain-400-W Silver, 40",Resale Services,California,2013,9,2013-09-30,2
LL Mountain Pedal,Resale Services,California,2013,9,2013-09-30,2
"Mountain-400-W Silver, 42",Resale Services,California,2013,9,2013-09-30,1
Bike Wash - Dissolver,Resale Services,California,2013,9,2013-09-30,8
Hydration Pack - 70 oz.,Resale Services,California,2013,9,2013-09-30,1
"Sport-100 Helmet, Blue",Resale Services,California,2013,9,2013-09-30,6
"Mountain-100 Black, 48",Resale Services,California,2011,10,2011-10-01,2
"Sport-100 Helmet, Blue",Resale Services,California,2011,10,2011-10-01,2
"Long-Sleeve Logo Jersey, L",Resale Services,California,2011,10,2011-10-01,4
"Mountain-100 Silver, 38",Resale Services,California,2011,10,2011-10-01,2
"Long-Sleeve Logo Jersey, XL",Resale Services,California,2011,10,2011-10-01,3
"Mountain-100 Black, 42",Resale Services,California,2011,10,2011-10-01,2
AWC Logo Cap,Resale Services,California,2011,10,2011-10-01,3
"Sport-100 Helmet, Red",Resale Services,California,2011,10,2011-10-01,1
"Sport-100 Helmet, Black",Resale Services,California,2011,10,2011-10-01,3
"Long-Sleeve Logo Jersey, M",Resale Services,California,2011,10,2011-10-01,1
"Mountain-100 Black, 38",Resale Services,California,2011,10,2011-10-01,3
"HL Mountain Frame - Black, 42",Resale Services,California,2011,10,2011-10-01,1
"Mountain-200 Silver, 42",Resale Services,California,2012,6,2012-06-30,3
"Sport-100 Helmet, Blue",Resale Services,California,2012,6,2012-06-30,5
"Mountain-200 Silver, 46",Resale Services,California,2012,6,2012-06-30,5
ML Mountain Rear Wheel,Resale Services,California,2012,6,2012-06-30,2
"ML Mountain Frame - Black, 48",Resale Services,California,2012,6,2012-06-30,2
AWC Logo Cap,Resale Services,California,2012,6,2012-06-30,1
"Mountain-300 Black, 48",Resale Services,California,2012,6,2012-06-30,3
Cable Lock,Resale Services,California,2012,6,2012-06-30,3
"Long-Sleeve Logo Jersey, M",Resale Services,California,2012,6,2012-06-30,8
"Long-Sleeve Logo Jersey, XL",Resale Services,California,2012,6,2012-06-30,5
"ML Mountain Frame - Black, 38",Resale Services,California,2012,6,2012-06-30,2
"Long-Sleeve Logo Jersey, L",Resale Services,California,2012,6,2012-06-30,6
"Mountain-200 Black, 42",Resale Services,California,2012,6,2012-06-30,2
"Mountain-200 Black, 46",Resale Services,California,2012,6,2012-06-30,4
"Sport-100 Helmet, Red",Resale Services,California,2012,6,2012-06-30,7
"HL Mountain Frame - Silver, 38",Resale Services,California,2012,6,2012-06-30,2
"Men's Sports Shorts, M",Resale Services,California,2012,6,2012-06-30,3
"Women's Tights, L",Resale Services,California,2012,6,2012-06-30,5
"Mountain-300 Black, 38",Resale Services,California,2012,6,2012-06-30,6
"Mountain-300 Black, 44",Resale Services,California,2012,6,2012-06-30,6
ML Mountain Handlebars,Resale Services,California,2012,6,2012-06-30,1
LL Mountain Rear Wheel,Resale Services,California,2012,6,2012-06-30,3
"HL Mountain Frame - Black, 42",Resale Services,California,2012,6,2012-06-30,1
"Mountain-300 Black, 40",Resale Services,California,2012,6,2012-06-30,4
"Full-Finger Gloves, L",Resale Services,California,2012,6,2012-06-30,9
HL Mountain Rear Wheel,Resale Services,California,2012,6,2012-06-30,4
"Women's Tights, S",Resale Services,California,2012,6,2012-06-30,5
"Half-Finger Gloves, M",Resale Services,California,2012,6,2012-06-30,2
Minipump,Resale Services,California,2012,6,2012-06-30,4
"Full-Finger Gloves, M",Resale Services,California,2012,6,2012-06-30,12
"Sport-100 Helmet, Black",Resale Services,California,2012,6,2012-06-30,4
"Men's Bib-Shorts, M",Resale Services,California,2012,6,2012-06-30,1
"Mountain-200 Black, 46",Resale Services,California,2013,3,2013-03-30,1
Cable Lock,Resale Services,California,2013,3,2013-03-30,4
"Full-Finger Gloves, M",Resale Services,California,2013,3,2013-03-30,18
"Long-Sleeve Logo Jersey, L",Resale Services,California,2013,3,2013-03-30,2
"Mountain-300 Black, 48",Resale Services,California,2013,3,2013-03-30,3
"Women's Tights, S",Resale Services,California,2013,3,2013-03-30,5
"Mountain-200 Black, 42",Resale Services,California,2013,3,2013-03-30,2
"Men's Sports Shorts, M",Resale Services,California,2013,3,2013-03-30,5
"HL Mountain Frame - Black, 42",Resale Services,California,2013,3,2013-03-30,2
LL Mountain Rear Wheel,Resale Services,California,2013,3,2013-03-30,2
"Half-Finger Gloves, M",Resale Services,California,2013,3,2013-03-30,5
"Full-Finger Gloves, L",Resale Services,California,2013,3,2013-03-30,33
"Men's Bib-Shorts, M",Resale Services,California,2013,3,2013-03-30,5
"ML Mountain Frame - Black, 48",Resale Services,California,2013,3,2013-03-30,2
Minipump,Resale Services,California,2013,3,2013-03-30,2
"ML Mountain Frame - Black, 38",Resale Services,California,2013,3,2013-03-30,1
"Long-Sleeve Logo Jersey, M",Resale Services,California,2013,3,2013-03-30,3
"Mountain-200 Silver, 46",Resale Services,California,2013,3,2013-03-30,2
"Mountain-300 Black, 44",Resale Services,California,2013,3,2013-03-30,2
"Mountain-300 Black, 38",Resale Services,California,2013,3,2013-03-30,3
HL Mountain Handlebars,Resale Services,California,2013,3,2013-03-30,2
ML Mountain Rear Wheel,Resale Services,California,2013,3,2013-03-30,3
ML Mountain Handlebars,Resale Services,California,2013,3,2013-03-30,2
"Women's Tights, L",Resale Services,California,2013,3,2013-03-30,6
"Mountain-200 Black, 38",Resale Services,California,2013,3,2013-03-30,9
"Sport-100 Helmet, Black",Resale Services,California,2013,3,2013-03-30,4
HL Mountain Rear Wheel,Resale Services,California,2013,3,2013-03-30,2
"Sport-100 Helmet, Blue",Resale Services,California,2013,3,2013-03-30,4
AWC Logo Cap,Resale Services,California,2013,3,2013-03-30,2
"Sport-100 Helmet, Red",Resale Services,California,2013,3,2013-03-30,2
"Long-Sleeve Logo Jersey, XL",Resale Services,California,2013,3,2013-03-30,2
"HL Mountain Frame - Silver, 38",Resale Services,California,2013,3,2013-03-30,2
"LL Mountain Frame - Silver, 42",Resale Services,California,2013,12,2013-12-31,3
"Mountain-500 Black, 44",Resale Services,California,2013,12,2013-12-31,2
"LL Mountain Frame - Black, 44",Resale Services,California,2013,12,2013-12-31,1
"Women's Mountain Shorts, S",Resale Services,California,2013,12,2013-12-31,9
Water Bottle - 30 oz.,Resale Services,California,2013,12,2013-12-31,5
"Mountain-500 Black, 48",Resale Services,California,2013,12,2013-12-31,1
"Mountain-200 Black, 38",Resale Services,California,2013,12,2013-12-31,2
"Mountain-400-W Silver, 42",Resale Services,California,2013,12,2013-12-31,3
"Mountain-200 Silver, 46",Resale Services,California,2013,12,2013-12-31,1
"Sport-100 Helmet, Black",Resale Services,California,2013,12,2013-12-31,4
"Women's Mountain Shorts, M",Resale Services,California,2013,12,2013-12-31,1
"Classic Vest, S",Resale Services,California,2013,12,2013-12-31,2
"Mountain-200 Black, 42",Resale Services,California,2013,12,2013-12-31,3
"Mountain-400-W Silver, 40",Resale Services,California,2013,12,2013-12-31,7
AWC Logo Cap,Resale Services,California,2013,12,2013-12-31,4
HL Mountain Pedal,Resale Services,California,2013,12,2013-12-31,1
"Long-Sleeve Logo Jersey, L",Resale Services,California,2013,12,2013-12-31,5
"Mountain-200 Black, 46",Resale Services,California,2013,12,2013-12-31,2
"Mountain-200 Silver, 38",Resale Services,California,2013,12,2013-12-31,2
Bike Wash - Dissolver,Resale Services,California,2013,12,2013-12-31,5
"Sport-100 Helmet, Blue",Resale Services,California,2013,12,2013-12-31,3
"Mountain-200 Silver, 42",Resale Services,California,2013,12,2013-12-31,8
"Women's Mountain Shorts, L",Resale Services,California,2013,12,2013-12-31,14
"Mountain-500 Silver, 42",Resale Services,California,2013,12,2013-12-31,1
"Mountain-500 Silver, 48",Resale Services,California,2013,12,2013-12-31,3
"Mountain-400-W Silver, 38",Resale Services,California,2013,12,2013-12-31,4
"Short-Sleeve Classic Jersey, XL",Resale Services,California,2013,12,2013-12-31,2
Hitch Rack - 4-Bike,Resale Services,California,2013,12,2013-12-31,2
"Short-Sleeve Classic Jersey, L",Resale Services,California,2013,12,2013-12-31,6
"Mountain Bike Socks, M",Resale Services,California,2012,1,2012-01-01,19
"Mountain-100 Silver, 38",Resale Services,California,2012,1,2012-01-01,4
"Mountain-100 Black, 48",Resale Services,California,2012,1,2012-01-01,1
"Mountain-100 Silver, 42",Resale Services,California,2012,1,2012-01-01,4
AWC Logo Cap,Resale Services,California,2012,1,2012-01-01,4
"Mountain-100 Black, 44",Resale Services,California,2012,1,2012-01-01,5
"Mountain-100 Black, 42",Resale Services,California,2012,1,2012-01-01,6
"Long-Sleeve Logo Jersey, L",Resale Services,California,2012,1,2012-01-01,5
"Mountain-100 Black, 38",Resale Services,California,2012,1,2012-01-01,6
"Long-Sleeve Logo Jersey, M",Resale Services,California,2012,9,2012-09-30,5
"Mountain-300 Black, 38",Resale Services,California,2012,9,2012-09-30,3
"Mountain-300 Black, 44",Resale Services,California,2012,9,2012-09-30,1
